Report ID,Years Covered,Country Name,Lookup,Region,Country Webpage,Sector,Total Production Value (US$),Revenue Streams Covered,Includes In-kind Payments,Added to Payments by Author,Payments Received by Government from Covered Companies (US$),Payments Made by Covered Companies (US$),Proportion of Total Revenue/Production Covered (as indicated in EITI Report),Total Government Extractives Revenue (US$),Source for Total Government Extractives Revenues,Government's share,Currency,"Exchange Rate Utilized, US$1:LC",Disaggregation,In-kind Payment Volumes,In-kind Payment Value (US$),Nature of Subsidy,Amount of Subsidy (US$),Number of Companies Requested to Report,Companies Requested to Report,Number of Reporting Companies,Publication Date,Updated Date,Name of the Reconciler,EITI Report,Page of the Report,Comments
Peru2004,2004,Peru,2004_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",12033023931.505838,"Profits/Taxes, Royalties, Licenses and concessions",Does not include payments made in-kind,-,884263514.4985337,883327965.6099706,,,,0.07620374754974749,United States Dollar and the Peruvian neuvo sol,3.41,Disaggregated by revenue stream,,,,,33.0,"Hunt Oil Company of Perú L.L.C., Maple Gas Corporation del Perú S.R.L., Olympic Perú INC Sucursal del Perú, Petrobras Energía Perú S.A., Pluspetrol Norte S.A., Pluspetrol Perú Corporation S.A., Pluspetrol Camisea S.A., Repsol Exploración Perú Sucursal del Perú, Perenco Perú Limited Sucursal del Perú, Compañía de Minas Buenaventura S.A.A., Compañía Minera Antamina S.A., Compañía Minera Argentum S.A., Compañía Minera Milpo S.A.A., Compañía Minera Raura S.A., Empresa Minera Los Quenuales S.A., Minera Bateas S.A.C., Minera Pampa de Cobre S.A., Minera Yanacocha S.R.L., Minsur S.A., Pan American Silver S.A.C. Mina Quiruvilca, Perubar S.A., Sociedad Minera Cerro Verde S.A.A, Southern Perú Copper Corporation Sucursal del Perú, Xstrata Tintaya S.A., Minera Barrick Misquichilca S.A., Sociedad Minera El Brocal S.A.A., Inversiones Mineras del Sur S.A., Cedimin S.A.C., Anglo American Michiquillay S.A., Anglo American Quellaveco S.A., Anglo American Exploration Perú S.A., Río Tinto Minera Perú Limitada S.A.C, Río Tinto Mining and Exploration S.A.C.",33.0,October 2009,41898.0,Ernst & Young,http://eiti.org/files/Peru%202004-2007%20EITI%20Report.pdf,63-65,"The report uses US dollars and the local currency, the Peruvian nuevo sol. An exchange rate is not provided to convert the latter, so that of the World Bank is used (http://data.worldbank.org/indicator/PA.NUS.FCRF). Materiality threshold: Companies volunteered to participate in the process. These accounted for the following shares of production in 2004: Oil - 74%, Gas - 27%, Copper - 96%, Gold - 70%, Lead - 37%, Molybendum - 100%, Silver - 51%, Tin - 100%, Zinc - 52%. Only disaggregation by revenue stream is comprehensive as some companies requested that their individual information was not provided. Unilateral declarations do not appear to be included in the figures. The report also covers the distribution of revenues across government."
Peru2005,2005,Peru,2005_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",21170972454.372276,"Profits/Taxes, Royalties, Licenses and concessions",Does not include payments made in-kind,-,1756747244.267477,1755425838.3039513,,,,0.08612319880676118,United States Dollar and the Peruvian neuvo sol,3.29,Disaggregated by revenue stream,,,,,33.0,"Hunt Oil Company of Perú L.L.C., Maple Gas Corporation del Perú S.R.L., Olympic Perú INC Sucursal del Perú, Petrobras Energía Perú S.A., Pluspetrol Norte S.A., Pluspetrol Perú Corporation S.A., Pluspetrol Camisea S.A., Repsol Exploración Perú Sucursal del Perú, Perenco Perú Limited Sucursal del Perú, Compañía de Minas Buenaventura S.A.A., Compañía Minera Antamina S.A., Compañía Minera Argentum S.A., Compañía Minera Milpo S.A.A., Compañía Minera Raura S.A., Empresa Minera Los Quenuales S.A., Minera Bateas S.A.C., Minera Pampa de Cobre S.A., Minera Yanacocha S.R.L., Minsur S.A., Pan American Silver S.A.C. Mina Quiruvilca, Perubar S.A., Sociedad Minera Cerro Verde S.A.A, Southern Perú Copper Corporation Sucursal del Perú, Xstrata Tintaya S.A., Minera Barrick Misquichilca S.A., Sociedad Minera El Brocal S.A.A., Inversiones Mineras del Sur S.A., Cedimin S.A.C., Anglo American Michiquillay S.A., Anglo American Quellaveco S.A., Anglo American Exploration Perú S.A., Río Tinto Minera Perú Limitada S.A.C, Río Tinto Mining and Exploration S.A.C.",33.0,October 2009,41898.0,Ernst & Young,http://eiti.org/files/Peru%202004-2007%20EITI%20Report.pdf,63-65,"The report uses US dollars and the local currency, the Peruvian nuevo sol. Materiality threshold: Companies volunteered to participate in the process. These accounted for the following shares of production in 2005: Oil - 71%, Gas - 41%, Copper - 95%, Gold - 74%, Lead - 30%, Molybendum - 100%, Silver - 55%, Tin - 100%, Zinc - 52%. Only disaggregation by revenue stream is comprehensive as some companies requested that their individual information was not provided. Unilateral declarations do not appear to be included in the figures. The report also covers the distribution of revenues across government."
Peru2006,2006,Peru,2006_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",22517414758.921078,"Profits/Taxes, Royalties, Licenses and concessions",Does not include payments made in-kind,-,2926435259.9327216,2926253811.761468,,,,0.13559398097398315,United States Dollar and the Peruvian neuvo sol,3.27,Disaggregated by revenue stream,,,,,33.0,"Hunt Oil Company of Perú L.L.C., Maple Gas Corporation del Perú S.R.L., Olympic Perú INC Sucursal del Perú, Petrobras Energía Perú S.A., Pluspetrol Norte S.A., Pluspetrol Perú Corporation S.A., Pluspetrol Camisea S.A., Repsol Exploración Perú Sucursal del Perú, Perenco Perú Limited Sucursal del Perú, Compañía de Minas Buenaventura S.A.A., Compañía Minera Antamina S.A., Compañía Minera Argentum S.A., Compañía Minera Milpo S.A.A., Compañía Minera Raura S.A., Empresa Minera Los Quenuales S.A., Minera Bateas S.A.C., Minera Pampa de Cobre S.A., Minera Yanacocha S.R.L., Minsur S.A., Pan American Silver S.A.C. Mina Quiruvilca, Perubar S.A., Sociedad Minera Cerro Verde S.A.A, Southern Perú Copper Corporation Sucursal del Perú, Xstrata Tintaya S.A., Minera Barrick Misquichilca S.A., Sociedad Minera El Brocal S.A.A., Inversiones Mineras del Sur S.A., Cedimin S.A.C., Anglo American Michiquillay S.A., Anglo American Quellaveco S.A., Anglo American Exploration Perú S.A., Río Tinto Minera Perú Limitada S.A.C, Río Tinto Mining and Exploration S.A.C.",33.0,October 2009,41898.0,Ernst & Young,http://eiti.org/files/Peru%202004-2007%20EITI%20Report.pdf,63-65,"The report uses US dollars and the local currency, the Peruvian nuevo sol. Materiality threshold: Companies volunteered to participate in the process. These accounted for the following shares of production in 2006: Oil - 70%, Gas - 44%, Copper - 95%, Gold - 73%, Lead - 44%, Molybendum - 100%, Silver - 58%, Tin - 100%, Zinc - 52%. Only disaggregation by revenue stream is comprehensive as some companies requested that their individual information was not provided. Unilateral declarations do not appear to be included in the figures. The report also covers the distribution of revenues across government."
Peru2007,2007,Peru,2007_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",22602945343.433014,"Profits/Taxes, Royalties, Licenses and concessions",Does not include payments made in-kind,-,3125388072.794872,3126093879.51,,,,0.1449232481845486,United States Dollar and the Peruvian neuvo sol,3.12,Disaggregated by revenue stream,,,,,33.0,"Hunt Oil Company of Perú L.L.C., Maple Gas Corporation del Perú S.R.L., Olympic Perú INC Sucursal del Perú, Petrobras Energía Perú S.A., Pluspetrol Norte S.A., Pluspetrol Perú Corporation S.A., Pluspetrol Camisea S.A., Repsol Exploración Perú Sucursal del Perú, Perenco Perú Limited Sucursal del Perú, Compañía de Minas Buenaventura S.A.A., Compañía Minera Antamina S.A., Compañía Minera Argentum S.A., Compañía Minera Milpo S.A.A., Compañía Minera Raura S.A., Empresa Minera Los Quenuales S.A., Minera Bateas S.A.C., Minera Pampa de Cobre S.A., Minera Yanacocha S.R.L., Minsur S.A., Pan American Silver S.A.C. Mina Quiruvilca, Perubar S.A., Sociedad Minera Cerro Verde S.A.A, Southern Perú Copper Corporation Sucursal del Perú, Xstrata Tintaya S.A., Minera Barrick Misquichilca S.A., Sociedad Minera El Brocal S.A.A., Inversiones Mineras del Sur S.A., Cedimin S.A.C., Anglo American Michiquillay S.A., Anglo American Quellaveco S.A., Anglo American Exploration Perú S.A., Río Tinto Minera Perú Limitada S.A.C, Río Tinto Mining and Exploration S.A.C.",33.0,October 2009,41898.0,Ernst & Young,http://eiti.org/files/Peru%202004-2007%20EITI%20Report.pdf,63-65,"The report uses US dollars and the local currency, the Peruvian nuevo sol. Materiality threshold: Companies volunteered to participate in the process. These accounted for the following shares of production in 2007: Oil - 71%, Gas - 50%, Copper - 95%, Gold - 66%, Lead - 43%, Molybendum - 100%, Silver - 53%, Tin - 100%, Zinc - 56%. Only disaggregation by revenue stream is comprehensive as some companies requested that their individual information was not provided. Unilateral declarations do not appear to be included in the figures. The report also covers the distribution of revenues across government."
Peru2008,2008,Peru,2008_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",26830570791.3,"Profits/Taxes, Royalties, Licenses and concessions",Does not include payments made in-kind,-,3573697357.7190704,3573963810.161312,,,,0.1527397695623041,United States Dollar and the Peruvian neuvo sol,2.926,Disaggregated by revenue stream,,,,,51.0,"Hunt Oil Company of Perú L.L.C., Maple Gas Corporation del Perú S.R.L., Olympic Perú INC Sucursal del Perú, Petrobras Energía Perú S.A., Pluspetrol Norte S.A., Pluspetrol Perú Corporation S.A., Pluspetrol Camisea S.A., Repsol Exploración Perú Sucursal del Perú, Perenco Perú Limited Sucursal del Perú, Ecopetrol del Perú S.A., Graña y Montero Petrolera S.A., Talisman Perú B.V. PeruDivision, SK Innovation Peruvian Division, Pacific Stratus Energy S.A. PeruDivision, Savia Perú S.A., Pluspetrol Lote 56 S.A, Interoil Perú S.A., Sonatrach Perú Corporation S.A.C, Compañía de Minas Buenaventura S.A.A., Compañía Minera Antamina S.A., Compañía Minera Argentum S.A., Compañía Minera Milpo S.A.A., Compañía Minera Raura S.A., Empresa Minera Los Quenuales S.A., Minera Bateas S.A.C., Minera Pampa de Cobre S.A., Minera Yanacocha S.R.L., Minsur S.A., Pan American Silver S.A.C. Mina Quiruvilca, Perubar S.A., Sociedad Minera Cerro Verde S.A.A, Southern Perú Copper Corporation Sucursal del Perú, Xstrata Tintaya S.A., Minera Barrick Misquichilca S.A., Sociedad Minera El Brocal S.A.A., Anglo American Michiquillay S.A., Anglo American Quellaveco S.A., Anglo American Exploration Perú S.A., Río Tinto Minera Perú Limitada S.A.C, Castrovirreyna Compañía Minera S.A., Catalina Huanca Sociedad Minera S.A.C., Compañía Minera Ares S.A.C, Compañía Minera Condestable S.A, Gold Fields La Cima S.A.A., Lumina Copper S.A.C., Minera Suyamarca S.A.C, Anglo American Perú S.A., Compañía Minera Atacocha S.A.A, Compañía Minera Poderosa S.A., Compañía Minera San Juan (Perú) S.A., Consorcio Minero Horizonte S.A., Volcan Compañía Minera S.A.A.",51.0,40878.0,41899.0,Ernst & Young,http://eiti.org/files/Peru%202008-2010%20EITI%20Report.pdf,76-78,"The report uses US dollars and the local currency, the Peruvian nuevo sol. Materiality threshold: oil & gas companies representing a share of no less than 85% of the net annual total for national hydrocarbon production, including all oil companies with production exceeding 2% and all gas companies with production exceeding 1% of national production volumes, should be reconciled; mining companies representing a share of no less than 75% of the net annual total for national mining production, including all mining companies with production exceeding 2% of national production volumes, should be reconciled. The report actually accounts for 88% of national oil & gas production and 87% of national mining production in 2008, which is given in the report as US$5,469,782,913 and US$21,360,787,879. The report doesn't distinguish between oil and gas companies, or between mining companies producing different commodities. Only disaggregation by revenue stream is comprehensive as some companies requested that their individual information was not provided. Unilateral declarations do not appear to be included in the figures. The report also covers the distribution of revenues across government, and their use."
Peru2009,2009,Peru,2009_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",21925846717.9,"Profits/Taxes, Royalties, Licenses and concessions",Does not include payments made in-kind,-,2965369766.4701195,2965945526.7968125,,,,0.1551483329502857,United States Dollar and the Peruvian neuvo sol,3.012,Disaggregated by revenue stream,,,,,51.0,"Hunt Oil Company of Perú L.L.C., Maple Gas Corporation del Perú S.R.L., Olympic Perú INC Sucursal del Perú, Petrobras Energía Perú S.A., Pluspetrol Norte S.A., Pluspetrol Perú Corporation S.A., Pluspetrol Camisea S.A., Repsol Exploración Perú Sucursal del Perú, Perenco Perú Limited Sucursal del Perú, Ecopetrol del Perú S.A., Graña y Montero Petrolera S.A., Talisman Perú B.V. PeruDivision, SK Innovation Peruvian Division, Pacific Stratus Energy S.A. PeruDivision, Savia Perú S.A., Pluspetrol Lote 56 S.A, Interoil Perú S.A., Sonatrach Perú Corporation S.A.C, Compañía de Minas Buenaventura S.A.A., Compañía Minera Antamina S.A., Compañía Minera Argentum S.A., Compañía Minera Milpo S.A.A., Compañía Minera Raura S.A., Empresa Minera Los Quenuales S.A., Minera Bateas S.A.C., Minera Pampa de Cobre S.A., Minera Yanacocha S.R.L., Minsur S.A., Pan American Silver S.A.C. Mina Quiruvilca, Perubar S.A., Sociedad Minera Cerro Verde S.A.A, Southern Perú Copper Corporation Sucursal del Perú, Xstrata Tintaya S.A., Minera Barrick Misquichilca S.A., Sociedad Minera El Brocal S.A.A., Anglo American Michiquillay S.A., Anglo American Quellaveco S.A., Anglo American Exploration Perú S.A., Río Tinto Minera Perú Limitada S.A.C, Castrovirreyna Compañía Minera S.A., Catalina Huanca Sociedad Minera S.A.C., Compañía Minera Ares S.A.C, Compañía Minera Condestable S.A, Gold Fields La Cima S.A.A., Lumina Copper S.A.C., Minera Suyamarca S.A.C, Anglo American Perú S.A., Compañía Minera Atacocha S.A.A, Compañía Minera Poderosa S.A., Compañía Minera San Juan (Perú) S.A., Consorcio Minero Horizonte S.A., Volcan Compañía Minera S.A.A.",51.0,40878.0,41899.0,Ernst & Young,http://eiti.org/files/Peru%202008-2010%20EITI%20Report.pdf,76-78,"The report uses US dollars and the local currency, the Peruvian nuevo sol. Materiality threshold: oil & gas companies representing a share of no less than 85% of the net annual total for national hydrocarbon production, including all oil companies with production exceeding 2% and all gas companies with production exceeding 1% of national production volumes, should be reconciled; mining companies representing a share of no less than 75% of the net annual total for national mining production, including all mining companies with production exceeding 2% of national production volumes, should be reconciled. The report actually accounts for 90% of national oil & gas production and 84% of national mining production in 2009, which is given in the report as US$3,764,019,399 and US$18,161,827,319. The report doesn't distinguish between oil and gas companies, or between mining companies producing different commodities. Only disaggregation by revenue stream is comprehensive as some companies requested that their individual information was not provided. Unilateral declarations do not appear to be included in the figures. The report also covers the distribution of revenues across government, and their use."
Peru2010,2010,Peru,2010_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",29100004547.420002,"Profits/Taxes, Royalties, Licenses and concessions",Does not include payments made in-kind,-,4358147652.27247,4358224746.293701,,,,0.1717572759051609,United States Dollar and the Peruvian neuvo sol,2.826,Disaggregated by revenue stream,,,,,51.0,"Hunt Oil Company of Perú L.L.C., Maple Gas Corporation del Perú S.R.L., Olympic Perú INC Sucursal del Perú, Petrobras Energía Perú S.A., Pluspetrol Norte S.A., Pluspetrol Perú Corporation S.A., Pluspetrol Camisea S.A., Repsol Exploración Perú Sucursal del Perú, Perenco Perú Limited Sucursal del Perú, Ecopetrol del Perú S.A., Graña y Montero Petrolera S.A., Talisman Perú B.V. PeruDivision, SK Innovation Peruvian Division, Pacific Stratus Energy S.A. PeruDivision, Savia Perú S.A., Pluspetrol Lote 56 S.A, Interoil Perú S.A., Sonatrach Perú Corporation S.A.C, Compañía de Minas Buenaventura S.A.A., Compañía Minera Antamina S.A., Compañía Minera Argentum S.A., Compañía Minera Milpo S.A.A., Compañía Minera Raura S.A., Empresa Minera Los Quenuales S.A., Minera Bateas S.A.C., Minera Pampa de Cobre S.A., Minera Yanacocha S.R.L., Minsur S.A., Pan American Silver S.A.C. Mina Quiruvilca, Perubar S.A., Sociedad Minera Cerro Verde S.A.A, Southern Perú Copper Corporation Sucursal del Perú, Xstrata Tintaya S.A., Minera Barrick Misquichilca S.A., Sociedad Minera El Brocal S.A.A., Anglo American Michiquillay S.A., Anglo American Quellaveco S.A., Anglo American Exploration Perú S.A., Río Tinto Minera Perú Limitada S.A.C, Castrovirreyna Compañía Minera S.A., Catalina Huanca Sociedad Minera S.A.C., Compañía Minera Ares S.A.C, Compañía Minera Condestable S.A, Gold Fields La Cima S.A.A., Lumina Copper S.A.C., Minera Suyamarca S.A.C, Anglo American Perú S.A., Compañía Minera Atacocha S.A.A, Compañía Minera Poderosa S.A., Compañía Minera San Juan (Perú) S.A., Consorcio Minero Horizonte S.A., Volcan Compañía Minera S.A.A.",51.0,40878.0,41899.0,Ernst & Young,http://eiti.org/files/Peru%202008-2010%20EITI%20Report.pdf,76-78,"The report uses US dollars and the local currency, the Peruvian nuevo sol. Materiality threshold: oil & gas companies representing a share of no less than 85% of the net annual total for national hydrocarbon production, including all oil companies with production exceeding 2% and all gas companies with production exceeding 1% of national production volumes, should be reconciled; mining companies representing a share of no less than 75% of the net annual total for national mining production, including all mining companies with production exceeding 2% of national production volumes, should be reconciled. The report actually accounts for 90% of national oil & gas production and 83% of national mining production in 2010, which is given in the report as US$5,687,106,188 and US$23,412,898,360. The report doesn't distinguish between oil and gas companies, or between mining companies producing different commodities. Only disaggregation by revenue stream is comprehensive as some companies requested that their individual information was not provided. Unilateral declarations do not appear to be included in the figures. The report also covers the distribution of revenues across government, and their use."
Peru2011,2011,Peru,2011_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",38441848535.73179,"Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,5884323617.0,5881394469.0,,,,0.1530707768001975,,2.7,"Disaggregated by revenue stream, Disaggregated by company",,,,,,,59.0,February 2014,41922.0,Ernst & Young,http://eiti.org/files/Peru-2011-2012-EITI-Report.pdf,,The Report is partially disaggregated by company.  
Peru2012,2012,Peru,2012_Peru,Latin America and Caribbean,http://eitiperu.minem.gob.pe/,"Oil, Gas, Mining",33323460765.120514,"Profits/Taxes, Royalties, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,,5480907241.0,5478998767.0,,,,0.1644759312255117,,2.59,"Disaggregated by revenue stream, Disaggregated by company",,,,,,,59.0,February 2014,41922.0,Ernst & Young,http://eiti.org/files/Peru-2011-2012-EITI-Report_0.pdf,,The Report is partially disaggregated by company.  
RepublicOfTheCongo2004,2004,Republic of the Congo,2004_Republic of the Congo,Africa,,Oil,2622675562.5,,,,802597372.7274218,,,,,0.30602236288897505,Central African CFA Franc,528.284809305,Disaggregated by revenue stream,,1203706767.2579422,,,17.0,,,August 2008,41960.0,Ghelber & Gourdon,http://eiti.org/files/Congo-Rep-2004-2005-2006-EITI-Report.pdf,"61, 134","EITI Report for 2004-2006 does not include revenue/payment totals or company/govt reconciliated figures, and eiti.org does not give data on payments or revenues. Four fields were selected for reconciliation and in-kind receipts from these fields were reported (see p.58-59), but it is not clear whether these are government or company reported amounts, or both, and what these in-kind payments include. Project-by-project production data is given on p.134; production figures are taken from the totals given here. Total production value in FCFA is given on p.61; value was determined by ""prix fiscale"", which is defined in Article 8 of the CPP (contrat de partage de production). The ""prix fiscale"" is given for each quarter on p.69; prices here are annual averages of these prices. (Note slight differences between EITI production volume x price and the producton values given). Total Received by Govt is ""Recettes constatées du Trésor"" from p.61; however, this appears to be revenues from the government's production share only. Total In-kind Payment Value is production share (""droits"") from p.61. Note that the value of the state's share of production (column AB) is greater than the total received by the Treasury (column R); the report states that fees and debts are deducted from production share (p.61). The value of oil delivered to CORAF, the state refinery, for domestic consumption is equivalent to US$11,792,881 (p.65-66). Also, information on how in-kind receipts (profit oil, cost oil, etc) are calculated is on p.18, p.33; project-by-project profit oil and royalties are given on p.132-133. 17 upstream petroleum companies were covered by the report (p.99); company names are not given, and it's not clear how many actually participated (according to eiti.org, 25 companies reported; it's unclear where this number comes from). "
RepublicOfTheCongo2005,2005,Republic of the Congo,2005_Republic of the Congo,Africa,,Oil,4433936962.5,,,,1738493617.951367,,,,,0.3920880320705206,Central African CFA Franc,527.46814284,Disaggregated by revenue stream,,2162974229.7935815,,,17.0,,,August 2009,41960.0,Ghelber & Gourdon,http://eiti.org/files/Congo-Rep-2004-2005-2006-EITI-Report_0.pdf,,"EITI Report for 2004-2006 does not include revenue/payment totals or company/govt reconciliated figures. Four fields were selected for reconciliation and in-kind receipts from these fields were reported (see p.58-59), but it is not clear whether these are government or company reported amounts, or both, and what these in-kind payments include. Project-by-project production data is given on p.134; production figures are taken from the totals given here. Total production value in FCFA is given on p.61; value was determined by ""prix fiscale"", which is defined in Article 8 of the CPP (contrat de partage de production). The ""prix fiscale"" is given for each quarter on p.69; prices here are annual averages of these prices. (Note slight differences between EITI production volume x price and the producton values given). Total Received by Govt is ""Recettes constatées du Trésor"" from p.61; however, this appears to be revenues from the government's production share only. Total In-kind Payment Value is production share (""droits"") from p.61. Note that the value of the state's share of production (column W) is greater than the total received by the treasury (column Q); the report states that fees and debts are deducted from production share (p.61). The value of oil delivered to CORAF, the state refinery, for domestic consumption is given on p.65-66; these values are included in the Subsidy column. Also, information on how in-kind receipts (profit oil, cost oil, etc) are caluclated is on p.18, p.33; project-by-project profit oil and royalties are given on p.132-133. 17 upstream petroleum companies were covered by the report (p.99); company names are not given, and it's not clear how many actually participated (according to eiti.org, 25 companies reported; it's unclear where this number comes from). "
RepublicOfTheCongo2006,2006,Republic of the Congo,2006_Republic of the Congo,Africa,,Oil,5882475050.0,,,,2581804427.329393,,,,,0.4388976417892997,Central African CFA Franc,522.890109610833,Disaggregated by revenue stream,,3072729758.0667667,,,17.0,,,August 2009,41960.0,Ghelber & Gourdon,http://eiti.org/files/Congo-Rep-2004-2005-2006-EITI-Report_1.pdf,,"EITI Report for 2004-2006 does not include revenue/payment totals or company/govt reconciliated figures. Four fields were selected for reconciliation and in-kind receipts from these fields were reported (see p.58-59), but it is not clear whether these are government or company reported amounts, or both, and what these in-kind payments include. Project-by-project production data is given on p.134; production figures are taken from the totals given here. Total production value in FCFA is given on p.61; value was determined by ""prix fiscale"", which is defined in Article 8 of the CPP (contrat de partage de production). The ""prix fiscale"" is given for each quarter on p.69; prices here are annual averages of these prices. (Note slight differences between EITI production volume x price and the producton values given). Total Received by Govt is ""Recettes constatées du Trésor"" from p.61; however, this appears to be revenues from the government's production share only. Total In-kind Payment Value is production share (""droits"") from p.61. Note that the value of the state's share of production (column W) is greater than the total received by the treasury (column Q); the report states that fees and debts are deducted from production share (p.61). The value of oil delivered to CORAF, the state refinery, for domestic consumption is given on p.65-66; these values are included in the Subsidy column. Also, information on how in-kind receipts (profit oil, cost oil, etc) are caluclated is on p.18, p.33; project-by-project profit oil and royalties are given on p.132-133. 17 upstream petroleum companies were covered by the report (p.99); company names are not given, and it's not clear how many actually participated (according to eiti.org, 25 companies reported; it's unclear where this number comes from). "
RepublicOfTheCongo2007,2007,Republic of the Congo,2007_Republic of the Congo,Africa,http://www.itie-congo.org/,"Oil, Gas",6828718147.0424,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,,2553350325.830701,2443821662.968848,,,,0.37391356193791475,,479.27,Disaggregated by revenue stream,,,,,,,25.0,October 2010,41922.0,Ghelber & Gourdon,http://eiti.org/files/Republic%20of%20Congo%202007-2008-2009%20EITI%20Report.pdf,,
RepublicOfTheCongo2008,2008,Republic of the Congo,2008_Republic of the Congo,Africa,http://www.itie-congo.org/,"Oil, Gas",9945008932.4212,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,,4645910135.553427,4608048676.908587,,,,0.46715997613712945,,447.81,Disaggregated by revenue stream,,,,,,,25.0,October 2010,41922.0,Ghelber & Gourdon,http://eiti.org/files/Republic%20of%20Congo%202007-2008-2009%20EITI%20Report_0.pdf,,
RepublicOfTheCongo2009,2009,Republic of the Congo,2009_Republic of the Congo,Africa,http://www.itie-congo.org/,"Oil, Gas",6512047108.243607,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,,2343960552.735944,2293891127.904753,,,,0.35994219847837433,,472.19,Disaggregated by revenue stream,,,,,,,30.0,October 2010,41922.0,Ghelber & Gourdon,http://eiti.org/files/Republic%20of%20Congo%202007-2008-2009%20EITI%20Report_1.pdf,,
RepublicOfTheCongo2010,2010,Republic of the Congo,2010_Republic of the Congo,Africa,http://www.itie-congo.org/,"Oil, Gas",6911955014.282552,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,3195780380.0319676,3419011268.892057,,,,0.46235549470856674,Central African CFA Franc,486.117,"Disaggregated by revenue stream, disaggregated by company","56,430,394 bbl of oil",2862253451.329618,,,24.0,"SNPC, TOTAL, ENI CONGO, CONGOREP, PERENCO EP CONGO, PERENCO EP CONGO, CMS NOMECO, NUEVO CONGO COMPANY, NUEVO CONGO LIMITED, MURPHY, PRESTOIL, AOGC, CHEVRON, MAUREL & PROM CONGO, SOCO, ENGEN, BUREN, TULLOW, PREMIER, PILATUS, CLIVEDEN, CNOOC, SVENSKA, WING WAH, OPHIR CONGO",16.0,December 2011,41960.0,Moore Stephens,http://eiti.org/files/Republic%20of%20Congo%202010%20EITI%20Report.pdf,"6, 7, 8, 24-27","Voluntary social payments were reported unilaterally by companies are and included here under Total Payments by Company.  Revenue/payment totals given in FCFA in the report include the earnings of the state from the commercialization of in-kind oil receipts (commercialized on behalf of the state by SNPC). To avoid double counting, in-kind flows received by SNPC on behalf of the state have not been added to revenue/payment totals.  The exchange rate used in the EITI Report is 495 FCFA/$, which is different from the WB rate used here. In-kind receipts include state (51,334,916 bbl) and SNPC (5,095,478 bbl) production share, as reported by the government (p.26). Note, however, that Total In-kind Payment Value reflects only the amount SNPC paid to the state after commercializing the state's share of production, as reported by govt (ie, for 51.3 mill bbl the state received $2.86 bill). CORAF, the state refinery, also received a portion of the state's production share (for provision of subsidized fuel to the domestic market), but these volumes were not included in the report. Note that some revenue streams were not reported by govt and couldn't be reconciled (see p.4)."
